movieId,id,title,genres,overview,runtime,release_date,tagline,vote_count,vote_average,poster_path,backdrop_path,cast,director,keywords,score
2496,11622,Blast from the Past,"['Drama', 'Romance', 'Comedy']","Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",112,1999-02-12,She'd never met anyone like him. He's never met anyone... Period.,1140,6.8,/qVN4bbVX2tzaNbAdEJT5eOPq26c.jpg,/qr3yKVRrPmPCpxqtEeFkdisGE4n.jpg,"['Brendan Fraser', 'Alicia Silverstone', 'Christopher Walken']",Hugh Wilson,"['isolation', 'atomic bomb', 'bunker', 'shelter', 'lighthearted', 'blast from the past', 'adoring', 'amused', 'familiar']",6.820751596013289
193533,420426,Bleach,"['Action', 'Fantasy', 'Adventure']","High school student Ichigo Kurosaki lives an ordinary life, besides being able to see ghosts and the blurry memories of his mother's death under strange circumstances when he was a kid. His peaceful world suddenly breaks as he meets Rukia Kuchiki, a God of Death.",108,2018-07-20,The Soul Reaper Agent Arc.,551,6.6,/hpZVfeJaCilXr9Br7wO9xkfZn7V.jpg,/oZc9fUwHJ880Q4lFP98s7T5a7Fe.jpg,"['Sota Fukushi', 'Hana Sugisaki', 'Ryo Yoshizawa']",Shinsuke Sato,"['sword fight', 'grim reaper', 'based on manga', 'ghost', 'japanese high school', 'live action remake']",6.6614388969105685
209209,73245,Bleach the Movie: Hell Verse,"['Action', 'Animation', 'Fantasy', 'Adventure']","Hell – A place where beings that have committed mortal sins during their lifetime are sent. It is a realm where even Soul Reapers are forbidden to interfere. When a group of vicious Sinners plot to escape from this eternal prison, they discover that Substitute Soul Reaper Ichigo Kurosaki is the key to their freedom.",94,2010-12-04,,189,7.6,/pd7V5iCB19VBPJkihxFXFwSRW2M.jpg,/rUYPBaQqtpt2IdvzHdIrsYn29mk.jpg,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama']",Noriyuki Abe,"['supernatural', 'hell', 'shounen', 'anime', 'adventure']",7.496383089328063
166721,332979,Bleed for This,['Drama'],"The inspirational story of World Champion Boxer Vinny Pazienza, who after a near fatal car crash, which left him not knowing if he'd ever walk again, made one of sports most incredible comebacks.",116,2016-11-04,This is what the greatest comeback in sports history looks like,800,6.8,/cMM9frT6sFEvz7PwHniIDUKcLDo.jpg,/bxhpsZZuho6C07Cijx5xHywz2U2.jpg,"['Miles Teller', 'Aaron Eckhart', 'Katey Sagal']",Ben Younger,"['underdog', 'sports', 'fighter', 'boxer', 'comeback', 'biography', 'rhode island', 'boxing', 'come back', 'inspirational']",6.828917733333332
111617,232672,Blended,"['Comedy', 'Romance']","Recently divorced mom Lauren and widowed dad Jim let their friends push them into a blind date, which goes disastrously wrong. Unsurprisingly, neither wants to see the other ever again. However, fate intervenes when both Jim and Lauren, unbeknownst to each other, purchase one-half of the same vacation package at a South African resort for families, during spring break. They and their children are forced to share the same romantic suite and participate in a slew of family activities together.",117,2014-05-21,"Single dad, no clue. Single mom, flying solo.",3657,6.89,/o2YrH9jS7CAfWjETHFeL0tth79E.jpg,/g5haoqEqt5VwVwQKEkoXY9zqSxb.jpg,"['Adam Sandler', 'Drew Barrymore', 'Kevin Nealon']",Frank Coraci,"['single parent', 'baseball', 'extreme sports', 'safari', 'south africa', 'blind date', 'romcom', 'wildlife', 'wild animal', 'teenage crush', 'family vacation', 'single mother', 'divorcee', 'divorced woman', 'widower', 'single father', 'tomboy', 'death of mother', 'spring break', 'mother figure', 'father figure', 'mother son relationship', 'father daughter relationship', 'african music', 'playful', 'absent father', 'hilarious', 'enthusiastic']",6.895166600806235
203904,534259,Blinded by the Light,"['Drama', 'Comedy']","In 1987, during the austere days of Thatcher’s Britain, a teenager learns to live life, understand his family, and find his own voice through the music of Bruce Springsteen.",118,2019-08-09,For anyone who has ever wanted to dream. You're not alone.,590,6.927,/1KsKNrgs7D3zPh9FT9f6MD3ampH.jpg,/vAb71fJoeb1ckzZomYnxRpDAPRY.jpg,"['Viveik Kalra', 'Nell Williams', 'Hayley Atwell']",Gurinder Chadha,"['based on true story', 'coming of age', 'woman director', '1980s', 'british asian', 'teenager']",6.952775109480122
63033,8338,Blindness,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']","When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",121,2008-05-14,Your vision of the world will change forever.,1307,6.5,/deBsx5IxyqCC217j3VY24TkkE0Z.jpg,/sN0czEtCT1jEFQVajWBsKwdFBKm.jpg,"['Julianne Moore', 'Mark Ruffalo', 'Danny Glover']",Fernando Meirelles,"['blindness and impaired vision', 'based on novel or book', 'fight', 'society', 'asylum', 'eye specialist', 'uprising', 'outbreak', 'epidemic', 'doomsday', 'plague']",6.532228243326039
190551,489930,Blindspotting,"['Comedy', 'Crime', 'Drama']","Collin must make it through his final three days of probation for a chance at a new beginning. He and his troublemaking childhood best friend, Miles, work as movers, and when Collin witnesses a police shooting, the two men’s friendship is tested as they grapple with identity and their changed realities in the rapidly-gentrifying neighborhood they grew up in.",95,2018-07-20,Change the way you see.,690,7.343,/x4DRZfTqOlmzNWAvy4vcKWkgEGL.jpg,/qNYL8EAUPvTaiW1hVavX1vIWVcl.jpg,"['Daveed Diggs', 'Rafael Casal', 'Janina Gavankar']",Carlos López Estrada,"['cheerful', 'sincere']",7.330046315119363
49530,1372,Blood Diamond,"['Drama', 'Thriller', 'Action']","An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son, conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",143,2006-12-08,It will cost you everything.,7925,7.55,/vL0TSMpKWx9UGJbKdYCKREEDukF.jpg,/hzhaUhU8718DjimHvQx2b65yLBk.jpg,"['Leonardo DiCaprio', 'Djimon Hounsou', 'Jennifer Connelly']",Edward Zwick,"['bootlegger', 'journalist', 'smuggling (contraband)', 'loss of loved one', 'africa', 'rwandan genocide', 'rebel', 'journalism', 'slavery', 'fisherman', 'mercenary', 'diamond mine', 'sierra leone', 'special unit', 'oppression', 'macabre', '1990s', 'private military company', 'inspirational', 'sinister', 'set in africa']",7.547119154036801
254452,760883,Blood Red Sky,"['Horror', 'Thriller', 'Action']","A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight. In order to protect her son she will have to reveal a dark secret, and unleash the inner monster she has fought to hide.",123,2021-07-23,,1626,6.822,/v7aOJKI5vxCHotHvN8O7SR6SpP6.jpg,/s15olg5LwRqTjgDd5KIfVXhcoqs.jpg,"['Peri Baumeister', 'Carl Anton Koch', 'Kais Setti']",Peter Thorwarth,"['germany', 'vampire', 'flashback', 'murder', 'airplane hijacking', 'dead dog', 'terrorist attack', 'told in flashback', 'barking dog', 'blood sucking', 'flight attendant', 'shooting dog', 'mother son relationship', 'plane', 'hijacked flight']",6.835950841183432
27441,919,Blood The Last Vampire,"['Animation', 'Fantasy', 'Horror']","In Japan, the vampire-hunter Saya, who is a powerful original, is sent by her liaison with the government, David, posed as a teenage student to the Yokota High School on the eve of Halloween to hunt down vampires. Saya asks David to give a new katana to her. Soon she saves the school nurse Makiho Amano from two vampires disguised of classmates and Makiho witnesses her fight against the powerful demon.",48,2000-11-18,,348,6.846,/2yysSRyqa4ubIDpQcQpG8SuYcl6.jpg,/17s9ojb8j8QnBGCfqDUJraXLlFi.jpg,"['Youki Kudoh', 'Saemi Nakamura', 'Joe Romersa']",Hiroyuki Kitakubo,"['vampire', 'military base', 'jeep', 'vampire hunter (slayer)', 'murder', 'anime', 'horror']",6.899497382524271
210847,338762,Bloodshot,"['Action', 'Science Fiction', 'Adventure']","After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",110,2020-03-05,Being a superhero is in his blood,5087,6.702,/8WUVHemHFH2ZIP6NWkwlHWsyrEL.jpg,/dNkHXrftLNlGwCaljQeM1hCOLjn.jpg,"['Vin Diesel', 'Eiza González', 'Sam Heughan']",Dave Wilson,"['nanotechnology', 'superhero', 'based on comic', 'memory', 'psychotronic', 'aggressive', 'valiant comics', 'powerful']",6.708068126887983
5632,4107,Bloody Sunday,"['Drama', 'History']",The dramatised story of the Irish civil rights protest march on January 30 1972 which ended in a massacre by British troops.,107,2002-01-25,,323,7.3,/oqdQMDJucR7R0ol0LFvzmqcDyEb.jpg,/eMiRBwTf7wWyuGCrDI9yHKOoPH8.jpg,"['James Nesbitt', 'Allan Gildea', 'Gerard Crossan']",Paul Greengrass,"['1970s', 'demonstration', 'civil rights', 'british army', 'based on true story', 'northern ireland', 'murder', 'ira (irish republican army)', 'ireland', 'the troubles (north ireland, 1966-98)', 'irish history', 'irish', 'british injustice', 'british crimes']",7.28187318242894
4239,4133,Blow,"['Crime', 'Drama']","A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",124,2001-04-04,based on a true story,4427,7.358,/yYZFVfk8aeMP4GxBSU9MTvqs9mJ.jpg,/v3ClsT59peXyGJ4XuDvIQAPwcZy.jpg,"['Johnny Depp', 'Penélope Cruz', 'Franka Potente']",Ted Demme,"['drug smuggling', 'war on drugs', 'drug trafficking', '1970s', 'drug addiction', 'rise and fall', 'cautionary', 'factual', 'dramatic', 'suspenseful', 'intense']",7.35561142765531
254338,644089,Blue Bayou,['Drama'],"As a Korean-American man raised in the Louisiana bayou works hard to make a life for his family, he must confront the ghosts of his past as he discovers that he could be deported from the only country he has ever called home.",117,2021-09-10,It's not where you're from. It's where you belong.,281,7.477,/a4xykTie8BOSW0y6K5u1AcmW4HW.jpg,/wETWXzbvn0LhrPGLeRqyIeIl0E8.jpg,"['Justin Chon', 'Alicia Vikander', ""Mark O'Brien""]",Justin Chon,"['louisiana', 'east asian lead', 'family', 'korean american', 'international adoption', 'korean', 'asian american']",7.423831656811594
288571,565770,Blue Beetle,"['Action', 'Science Fiction', 'Adventure']","Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",128,2023-08-16,Jaime Reyes is a superhero whether he likes it or not.,2880,6.673,/mXLOHHc1Zeuwsl4xYKjKh2280oL.jpg,/3H9NA1KWEQN0ItL3Wl3SFZYP6yV.jpg,"['Xolo Mariduena', 'Bruna Marquezine', 'Susan Sarandon']",Ángel Manuel Soto,"['armor', 'superhero', 'family relationships', 'family', 'high tech', 'job hunting', 'mexican american', 'aftercreditsstinger', 'duringcreditsstinger', 'immigrant family', 'college graduate', 'dc extended universe (dceu)', 'alien technology', 'brother sister relationship', 'latino']",6.684247595652175
148978,201223,Blue Exorcist: The Movie,"['Animation', 'Fantasy', 'Mystery', 'Horror', 'Action']","The atmosphere in True Cross Academy is lively and boisterous in the days leading up to the grand festival held once every 11 years. During this time, Okumura Rin is entrusted with the responsibility of suppressing the berserk Phantom Train. In the midst of his mission, he meets a devil whose appearance is that of a young boy.",88,2012-12-28,,165,7.3,/sstaOUvPmMYzeWbYaeDXrYWBp44.jpg,/A1UxV47akI0LYiNcIwifTVGEqfV.jpg,"['Jun Fukuyama', 'Kana Hanazawa', 'Kazuya Nakai']",Atsushi Takahashi,"['supernatural', 'school', 'based on manga', 'demon', 'exorcist', 'shounen', 'anime']",7.269366469868996
105355,152584,Blue Is the Warmest Color,"['Romance', 'Drama']","Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself.",180,2013-10-09,To love.,4701,7.073,/kgUk1wti2cvrptIgUz0VTAtSF6w.jpg,/bEmPrq7Y4MubVATOCtOacY3eXQ5.jpg,"['Léa Seydoux', 'Adèle Exarchopoulos', 'Salim Kéchiouche']",Abdellatif Kechiche,"['homophobia', 'self-discovery', 'eroticism', 'coming of age', 'love', 'lesbian relationship', 'sexual attraction', 'based on graphic novel', 'high school student', 'sexual desire', 'teenage sexuality', 'lgbt', 'sexual awakening', 'literary adaptation', 'social class', 'lille, france', 'self exploration', 'lesbian', 'age-gap relationship', 'teenager']",7.074576688688353
103980,160588,Blue Jasmine,['Drama'],"After experiencing a traumatic misfortune, Jasmine French, a wealthy woman from New York, moves to San Francisco to live with her foster sister Ginger and the firm purpose of getting a new life, but she will be haunted by anxiety and memories of the past.",99,2013-08-01,,3515,7.0,/nsj0RLRI10351uYMoAKPur6Derd.jpg,/6cgrh6dggt3Bv37PlmNi4FrlvE5.jpg,"['Cate Blanchett', 'Sally Hawkins', 'Alec Baldwin']",Woody Allen,"['new york city', 'husband wife relationship', 'sibling relationship', 'san francisco, california', 'narcissism', 'snob', 'mental breakdown', 'liar', 'wealth', 'working class', 'anxiety disorder', 'riches to rags', 'financial fraud', 'affair', 'cheating husband']",7.003404560379995
164899,408508,Blue Jay,"['Drama', 'Romance']","Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.",81,2016-10-07,,504,7.009,/A2A80lvgaagG5ewfP7SKhL8uwUI.jpg,/fJvmBZypJfnQHFoyCzZsi4vvWxR.jpg,"['Mark Duplass', 'Sarah Paulson', 'Clu Gulager']",Alexandre Lehmann,"['black and white', 'abortion', 'former lovers']",7.029438242253522
137457,115290,Blue Lagoon: The Awakening,"['Drama', 'Adventure', 'Romance', 'TV Movie']",Two high school students become stranded on a tropical island and must rely on each other for survival. They learn more about themselves and each other while falling in love.,85,2012-06-16,,1455,6.444,/ptsBY9Aqo4Mn0V1krI5s8WfFxzW.jpg,/7VSh4KRB38gs4t4Dlub8GwXNUub.jpg,"['Indiana Evans', 'Brenton Thwaites', 'Denise Richards']",Jake Newsome,"['stranded', 'marooned', 'high school student', 'deserted island', 'tropical island', 'caribbean sea', 'lost at sea', 'unassuming', 'casual', 'understated', 'sentimental', 'romantic', 'embarrassed', 'enthusiastic', 'frustrated', 'sympathetic']",6.475447611323239
251224,671295,Blue Miracle,"['Adventure', 'Drama', 'Family']","To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",95,2021-05-27,,288,7.4,/wlDSL8Rn4eQCzDPy1pPRkCh8H32.jpg,/7piVB6weeJdWB6xL0wzJJeHNo6O.jpg,"['Jimmy Gonzáles', 'Dennis Quaid', 'Anthony Gonzalez']",Julio Quintana,"['mexico', 'orphanage', 'fishing', 'latino']",7.361888981818183
111384,188166,Blue Ruin,"['Crime', 'Thriller']","When the quiet life of a beach bum is upended by dreadful news, he sets off for his childhood home to carry out an act of vengeance. However, he proves an inept assassin and finds himself in a brutal fight to protect his estranged family.",91,2014-04-25,Revenge comes home,1518,6.792,/q0itEsso2drJXqH9kfdidxIT5dF.jpg,/epIcUGDXIZVs1jNNFI5lWgWNUIM.jpg,"['Macon Blair', 'Devin Ratray', 'Amy Hargreaves']",Jeremy Saulnier,"['release from prison', 'shotgun', 'sister', 'automobile', 'revenge', 'murder', 'vigilante', 'drifter', 'death', 'family feud', 'old friends', 'virginia', 'neo-noir', 'candid', 'vengeance', 'violence', 'suspenseful', 'intense']",6.80811689102402
209479,621191,Blue Story,"['Crime', 'Drama', 'Romance']","Blue Story is a tragic tale of a friendship between Timmy and Marco, two young boys from opposing postcodes. Timmy, a shy, smart, naive and timid young boy from Deptford, goes to school in Peckham where he strikes up a friendship with Marco, a charismatic, streetwise kid from the local area. Although from warring postcodes, the two quickly form a firm friendship until it is tested and they wind up on rival sides of a street war. Blue Story depicts elements of Rapman's own personal experiences and aspects of his childhood.",91,2019-11-22,Their bond made them brothers. The streets made them enemies.,228,7.3,/qI4Rw83LxKq07xIjM3RcbKcWpAM.jpg,/zbLbjvbDph2eTYhAWWH1rbM0cP5.jpg,"['Stephen Odubola', 'Micheal Ward', 'Khali Best']",Rapman,"['gangster', 'high school romance']",7.27597575890411
2860,11001,Blue Streak,"['Action', 'Comedy', 'Crime']","Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as an LAPD detective.",93,1999-09-17,He's a cop that's not. Believe that!,1545,6.489,/jek2osBtFhzU6Hjj7yp1egOtbqO.jpg,/xDKuTzBVpJPqFc39H4hctrle87T.jpg,"['Martin Lawrence', 'Luke Wilson', 'Dave Chappelle']",Les Mayfield,"['robbery', 'diamond', 'police operation', 'police everyday life', 'thief', 'police officer', 'police station']",6.5168986461155995
78039,46705,Blue Valentine,"['Drama', 'Romance']","Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",112,2010-12-26,A Love Story.,3365,6.949,/dc8BdKnDY5Iy28KzUGtHIXuqqFK.jpg,/sZRErzShw9N77TEcxX3DBpDPmCc.jpg,"['Ryan Gosling', 'Michelle Williams', 'John Doman']",Derek Cianfrance,"['depression', 'dancing', 'nurse', 'pennsylvania, usa', 'love at first sight', 'pregnancy', 'classroom', 'marriage', 'bridge', 'dysfunctional family', 'alcoholism', 'love', 'divorce', 'cynical', 'nonlinear timeline', 'abortion', 'student', 'broken marriage', 'romantic']",6.95350537229513
262853,818350,Blush,"['Animation', 'Romance', 'Science Fiction', 'Family']","When a horticulturalist-astronaut crashes onto a desolate planet, he encounters an ethereal visitor and discovers the joy of building a new life—realizing the universe has delivered something astonishing.",11,2021-06-13,Inspired by an epic true love story.,165,7.839,/xRUTWExrqX40qUr5vZRR0MGAc7i.jpg,/8iGYeG3Co5LROEx0Uf8NhH1xCTg.jpg,,Joseph Mateo,['based on true story'],7.657728915283843
250010,823754,Bo Burnham: Inside,"['Comedy', 'Drama']","Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",87,2021-07-22,Look Who’s Inside Again,544,8.024,/ku1UvTWYvhFQbSesOD6zteY7bXT.jpg,/9sfVyE3sP2dkCwDyV7UlYP5TAAR.jpg,['Bo Burnham'],Bo Burnham,"['quarantine', 'stand-up comedy', 'breaking the fourth wall', 'youtube', 'mental illness', 'sketch comedy', 'pandemic', 'internet culture', 'musical comedy', 'covid-19', 'one man crew', 'facetime']",7.936251515789473
159849,400608,Bo Burnham: Make Happy,"['Comedy', 'Music']","Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.",60,2016-06-03,Are you happy?,403,8.03,/A580BbHTvQbbFgbmf9CkWNhbLzb.jpg,/nicDo6SnBxK93ROGAhpKTOAhy2i.jpg,"['Bo Burnham', 'Lorene Scafaria']",Bo Burnham,"['stand-up comedy', 'musical comedy']",7.9149355922912195
116951,244001,Bo Burnham: What.,['Comedy'],"Left brain and right brain duke it out and then belt out a tune in comedian Bo Burnham's quick and clever one-man show. As intelligent as he is lanky, Burnham cynically pokes at pop entertainment while offering unadulterated showmanship of his own.",60,2013-12-17,,246,7.856,/kGDpMWPOKStmvf4F1gkqfeFZmXA.jpg,/prYkevCcHxZ9jEG4G1WSQup2mIA.jpg,['Bo Burnham'],Bo Burnham,['stand-up comedy'],7.718583618064516
62374,12113,Body of Lies,"['Action', 'Drama', 'Thriller']","The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",128,2008-10-09,Trust no one. Deceive everyone.,3144,6.63,/rNEZug6er0bIj9LVN2JaQig6oZy.jpg,/6ghc2ySuEnTW8h3YgZZufk2SOTv.jpg,"['Leonardo DiCaprio', 'Russell Crowe', 'Mark Strong']",Ridley Scott,"['dying and death', 'journalist', 'based on novel or book', 'spy', 'falsely accused', 'jordan', 'dubai', 'intelligence agency', 'beating', 'terrorism', 'secrecy']",6.64117983840399
92804,30596,Bodyguards and Assassins,"['Drama', 'Action', 'History']","In 1905, revolutionist Sun Yat-Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty. But when they find out that assassins have been sent to kill him, they assemble a group of protectors to prevent any attacks.",139,2009-12-18,"To save a nations future, they must protect one man from its past.",375,6.781,/hEqqA5pSm62IcJ4YJAuMByme3zr.jpg,/sclEvlduoGf5io1oLj5UsQLOdKQ.jpg,"['Donnie Yen', 'Wang Xueqi', 'Tony Leung Ka-fai']",Teddy Chan Tak-Sum,"['martial arts', 'assassination', 'sword', 'beaten to death', 'impalement', 'hong kong', 'head bashed in', 'violent death', 'hook', 'bloody fight']",6.8406831927107055
192803,424694,Bohemian Rhapsody,"['Music', 'Drama']","Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",135,2018-10-24,Fearless lives forever.,17265,7.969,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,/7mmXWuBeNJiBO0NIOUWOuFve4Tb.jpg,"['Rami Malek', 'Gwilym Lee', 'Ben Hardy']",Bryan Singer,"['london, england', 'aids', 'musician', '1970s', 'biography', 'based on true story', 'singer', 'hiv', 'male homosexuality', 'fame', 'rock band', 'lgbt', '1980s', 'wonder', 'gay theme']",7.966124411195106
3298,14181,Boiler Room,"['Crime', 'Drama', 'Thriller']",A college dropout gets a job as a broker for a suburban investment firm and is on the fast track to success—but the job might not be as legitimate as it sounds.,118,2000-02-18,Welcome to the new American dream.,696,6.716,/jFB5uvCZ3HXF00liAEAuOruCPs6.jpg,/A96CVXbTNfhqw3jkUlyfFnGe8i3.jpg,"['Giovanni Ribisi', 'Vin Diesel', 'Nia Long']",Ben Younger,"['finances', 'long island, new york', 'stockbroker', 'investment firm', 'candid', 'investment banker', 'admiring', 'enchant']",6.755948581052632
260201,807196,Boiling Point,"['Drama', 'Thriller']",A head chef balances multiple personal and professional crises at a popular restaurant in London.,95,2021-07-05,There is no room for mistakes.,644,7.231,/kdkk7OBnIL1peW2zwcAAp6O54Jo.jpg,/he0XbwtxDiRnPERvboWMkvXFdAJ.jpg,"['Stephen Graham', 'Vinette Robinson', 'Alice May Feetham']",Philip Barantini,"['depression', 'london, england', 'waitress', 'restaurant', 'bartender', 'stress', 'addiction', 'alcoholism', 'chef', 'food critic', 'mental health', 'christmas', 'one take', 'fine dining', 'kitchen', 'based on short', 'cuisine', 'bold', 'tragic']",7.227328985310734
63859,13053,Bolt,"['Animation', 'Family', 'Adventure', 'Comedy']","Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",98,2008-11-21,Fully Awesome.,6264,6.53,/v5aC4nrzXFGJDWY4JO1eengXzqk.jpg,/qWQJtKkljOyMN5gMCVj5rPdeSn3.jpg,"['John Travolta', 'Susie Essman', 'Mark Walton']",Chris Williams,"['hamster', 'human animal relationship', 'talking dog', 'animals', 'cat vs dog', 'duringcreditsstinger', 'talking cat', 'pets', 'dog cat friendship', 'animal lead', 'joyful']",6.53667903312263
184353,396774,Bomb City,"['Drama', 'Crime']",An ongoing feud between punk rockers and a more affluent clique in a small Texas town leads to a hate crime.,95,2017-03-31,"The more I see of man, the more I like dogs.",269,7.121,/kho48mWJ5xuiLn5bpuIvO6ZP7ep.jpg,/9tIGBB0VUWLLsiG4JqinSPKVYBE.jpg,"['Dave Davis', 'Glenn Morshower', 'Luke Shelton']",Jameson Brooks,"['graffiti', 'intolerance', 'punk rock', 'racism']",7.134336100900901
209917,525661,Bombshell,['Drama'],Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.,109,2019-12-13,Based on a Real Scandal,3075,6.789,/gbPfvwBqbiHpQkYZQvVwB6MVauV.jpg,/nj84vpuUWdbmYktBzjiWn5Ny1ZF.jpg,"['Charlize Theron', 'Margot Robbie', 'Nicole Kidman']",Jay Roach,"['biography', 'based on true story', 'sexual harassment', 'television network', 'tv news anchor', 'sexual discrimination', '2010s', 'workplace culture', 'breaking the silence', 'archival footage']",6.7971837915259625
144976,294963,Bone Tomahawk,"['Western', 'Horror', 'Drama']","During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. The doctor's assistant, wife of the local foreman, tends to him in prison. That night, the town is attacked and they both disappear—only the arrow of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and the foreman's wife.",133,2015-10-23,Death comes for all men.,2362,6.9,/4MmTHpn2Y8emqvBgvOjufImUmKZ.jpg,/orXMq2jZy8wFmePv7zXS2Kor7Ug.jpg,"['Kurt Russell', 'Patrick Wilson', 'Richard Jenkins']",S. Craig Zahler,"['rescue', 'sheriff', 'prisoner', 'ambush', 'poison', 'redemption', 'wilderness', 'gore', 'tribe', 'native american', 'rifle', 'murder', 'decapitation', 'drifter', 'scalping', 'cannibal', 'captive', 'cynical', 'posse', 'neo-western', 'civil war veteran', 'burial ground', 'cave dwellers', 'horror western', 'disdainful', 'sardonic', 'brutal violence']",6.907660726133553
261809,791177,Bones and All,"['Horror', 'Romance', 'Drama']","Abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of America where she meets a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.",131,2022-11-18,You can’t run from who you are.,1474,7.0,/dBQuk2LkHjrDsSjueirPQg96GCc.jpg,/8sPxa4sdRvjgRG3GgkO8RQxUR9P.jpg,"['Taylor Russell', 'Timothée Chalamet', 'Mark Rylance']",Luca Guadagnino,"['based on novel or book', 'sense of guilt', 'homelessness', 'addiction', 'road trip', 'love', 'interracial romance', 'teenage girl', 'family abandonment', 'cannibal', 'guilt', 'sensuality', 'first love', 'pickup truck', 'flesh eating', 'road movie', 'genre bending', 'dark secret', '1980s', 'american midwest', 'abandonment', 'romantic thriller', 'estranged mother', 'brother sister relationship', 'love story', 'body horror', 'intimate', 'suspenseful', 'sentimental', 'romantic', 'brutal violence']",7.007922575812744
