userId,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
44932,3.08,2.62,2.89,2.91,2.61
45026,3.9,3.46,3.67,3.73,3.36
45056,4.27,3.7,3.86,3.95,3.84
45076,1.6,1.14,1.39,1.42,1.11
45080,3.54,3.08,3.34,3.36,3.05
45089,3.79,3.31,3.61,3.62,3.32
45109,1.7,1.24,1.5,1.53,1.2
45155,2.6,2.1,2.36,2.41,2.14
45195,2.92,2.46,2.74,2.76,2.43
45197,4.32,3.82,4.05,4.12,3.83
45214,2.8,2.33,2.59,2.62,2.32
45274,2.85,2.38,2.67,2.69,2.36
45331,2.98,2.51,2.78,2.8,2.49
45361,2.8,2.31,2.54,2.58,2.31
45366,3.14,2.66,2.95,2.97,2.66
45390,3.3,2.78,3.02,3.07,2.84
45392,1.74,1.26,1.53,1.55,1.27
45393,3.98,3.45,3.78,3.77,3.57
45523,3.71,3.24,3.54,3.55,3.23
45535,1.36,0.91,1.15,1.18,0.84
45539,4.08,3.56,3.9,3.89,3.63
45576,3.71,3.29,3.53,3.58,3.21
45609,2.87,2.37,2.66,2.68,2.41
45639,3.74,3.29,3.47,3.55,3.21
45655,2.28,1.83,2.08,2.11,1.79
45771,2.97,2.49,2.75,2.78,2.5
45805,4.23,3.78,4.03,4.06,3.73
45809,4.05,3.61,3.87,3.9,3.54
45858,3.43,2.98,3.19,3.25,2.93
45867,4.66,4.2,4.4,4.46,4.14
45884,4.04,3.55,3.78,3.85,3.53
45902,3.79,3.27,3.57,3.58,3.34
45932,3.85,3.36,3.64,3.66,3.39
45945,3.82,3.31,3.57,3.56,3.45
45979,3.51,3.02,3.28,3.32,3.02
46018,3.73,3.3,3.53,3.58,3.21
46033,3.27,2.82,3.08,3.09,2.77
46051,3.55,3.11,3.3,3.38,3.03
46077,3.01,2.55,2.76,2.82,2.5
46080,3.76,3.29,3.54,3.58,3.27
46106,2.34,1.86,2.15,2.15,1.88
46113,2.8,2.34,2.56,2.61,2.31
46127,3.79,3.31,3.58,3.6,3.31
46173,4.59,4.09,4.34,4.38,4.12
46174,2.81,2.33,2.62,2.65,2.33
46181,2.59,2.12,2.33,2.38,2.12
46195,3.32,2.87,3.06,3.12,2.8
46260,3.03,2.58,2.83,2.87,2.56
46304,4.53,4.09,4.29,4.36,3.99
46312,2.44,1.99,2.21,2.26,1.93
46332,3.81,3.28,3.59,3.58,3.41
46334,3.48,3.03,3.27,3.31,2.99
46426,3.4,2.9,3.18,3.2,2.94
46441,3.92,3.47,3.7,3.75,3.42
46443,3.11,2.65,2.86,2.92,2.58
46461,3.34,2.9,3.13,3.17,2.81
46479,4.0,3.51,3.79,3.81,3.53
46504,3.15,2.67,2.94,2.96,2.68
46518,4.65,4.22,4.47,4.5,4.1
46521,2.91,2.46,2.7,2.74,2.43
46535,3.74,3.27,3.56,3.57,3.27
46600,2.77,2.33,2.51,2.59,2.21
46608,2.74,2.26,2.49,2.52,2.3
46669,3.06,2.63,2.85,2.89,2.55
46672,3.33,2.9,3.15,3.18,2.83
46759,3.96,3.5,3.72,3.78,3.45
46763,3.65,3.16,3.39,3.47,3.14
46766,3.27,2.78,3.12,3.11,2.81
46785,3.41,2.97,3.16,3.24,2.87
46786,4.13,3.65,3.84,3.92,3.62
46794,3.58,3.11,3.42,3.43,3.09
46807,3.58,3.11,3.37,3.41,3.07
46868,2.16,1.67,1.89,1.94,1.69
46898,3.73,3.24,3.52,3.53,3.26
46902,3.8,3.29,3.59,3.6,3.34
46922,4.29,3.83,4.11,4.13,3.81
46951,2.45,1.99,2.17,2.25,1.91
46953,4.76,4.24,4.51,4.54,4.31
46956,4.08,3.61,3.87,3.88,3.63
46965,3.38,2.91,3.13,3.19,2.88
46976,3.0,2.58,2.8,2.86,2.46
47002,4.85,4.39,4.62,4.67,4.36
47004,4.54,4.13,4.31,4.39,3.99
47006,3.4,2.92,3.23,3.24,2.92
47023,2.59,2.11,2.34,2.4,2.09
47027,3.27,2.79,3.05,3.06,2.83
47044,4.78,4.32,4.63,4.6,4.33
47061,3.31,2.84,3.08,3.12,2.82
47123,3.72,3.23,3.5,3.51,3.28
47133,2.68,2.21,2.45,2.48,2.19
47149,2.67,2.19,2.44,2.47,2.18
47152,2.37,1.87,2.18,2.18,1.92
47243,3.55,3.08,3.34,3.35,3.08
47280,4.65,4.15,4.39,4.46,4.15
47322,3.89,3.35,3.67,3.67,3.46
47349,3.2,2.71,2.92,2.99,2.7
47402,3.57,3.09,3.34,3.39,3.09
47405,3.62,3.12,3.38,3.42,3.16
47438,3.61,3.17,3.43,3.48,3.09
47481,2.8,2.26,2.46,2.54,2.34
47482,4.16,3.71,3.94,3.98,3.64
47486,3.5,3.04,3.27,3.31,3.01
47552,3.49,3.02,3.28,3.31,3.01
47562,3.75,3.24,3.47,3.54,3.27
47619,4.74,4.39,4.54,4.62,4.13
47623,4.1,3.62,3.82,3.9,3.58
47635,2.23,1.82,2.0,2.08,1.67
47636,3.28,2.79,3.06,3.1,2.79
47649,3.08,2.6,2.79,2.86,2.57
47663,4.99,4.43,4.68,4.72,4.56
47669,1.59,1.15,1.39,1.42,1.09
47672,3.16,2.68,2.94,2.97,2.68
47694,4.0,3.55,3.75,3.81,3.47
47731,2.6,2.12,2.4,2.42,2.12
47758,3.73,3.28,3.53,3.56,3.23
47801,3.38,2.85,3.19,3.16,2.96
47813,4.48,3.98,4.25,4.27,4.03
47938,4.21,3.74,4.0,4.04,3.72
47942,3.24,2.78,3.02,3.05,2.75
47950,3.26,2.8,3.03,3.08,2.76
47955,4.58,4.11,4.38,4.4,4.11
47957,2.39,1.94,2.2,2.23,1.86
47988,4.18,3.68,4.01,4.01,3.72
48014,3.53,3.06,3.34,3.35,3.07
48037,2.31,1.83,2.08,2.11,1.84
48055,4.14,3.7,3.94,3.96,3.66
48080,3.65,3.17,3.41,3.46,3.16
48112,3.36,2.87,3.17,3.18,2.92
48131,3.04,2.56,2.85,2.86,2.57
48139,3.77,3.3,3.58,3.59,3.29
48202,2.69,2.2,2.45,2.49,2.23
48240,4.57,4.13,4.33,4.4,4.04
48247,4.01,3.51,3.85,3.85,3.56
48253,1.83,1.37,1.62,1.66,1.34
48276,2.37,1.92,2.16,2.2,1.86
48300,3.81,3.38,3.59,3.66,3.25
48302,2.25,1.77,1.99,2.04,1.74
48435,2.49,2.03,2.23,2.29,1.99
48460,3.72,3.26,3.49,3.53,3.23
48513,3.54,3.04,3.35,3.38,3.06
48521,2.45,2.0,2.24,2.29,1.95
48588,1.75,1.28,1.5,1.55,1.27
48597,3.62,3.19,3.42,3.46,3.13
48662,2.47,1.96,2.21,2.25,2.0
48663,2.9,2.42,2.65,2.71,2.4
48694,3.58,3.06,3.33,3.38,3.12
48703,3.58,3.1,3.37,3.4,3.1
48727,4.06,3.61,3.85,3.89,3.56
48728,2.15,1.67,1.96,1.97,1.68
48752,3.71,3.19,3.46,3.5,3.26
48765,3.24,2.79,3.01,3.06,2.74
48766,2.91,2.44,2.69,2.72,2.43
48806,1.84,1.37,1.63,1.66,1.34
48840,4.13,3.64,3.94,3.92,3.7
48872,3.4,2.93,3.14,3.2,2.91
48892,2.0,1.54,1.76,1.81,1.51
48893,3.03,2.55,2.8,2.84,2.54
48910,2.67,2.19,2.45,2.48,2.2
48915,3.09,2.59,2.91,2.91,2.64
48919,3.58,3.14,3.31,3.4,3.04
48927,2.66,2.23,2.45,2.49,2.14
48929,3.49,3.01,3.28,3.31,2.99
48941,3.32,2.87,3.11,3.15,2.82
48949,2.81,2.36,2.62,2.64,2.33
49013,3.68,3.23,3.49,3.51,3.2
49035,3.84,3.47,3.63,3.71,3.24
49037,2.95,2.5,2.71,2.76,2.44
49044,4.17,3.68,3.99,3.99,3.73
49055,2.94,2.46,2.7,2.75,2.47
49110,3.91,3.44,3.67,3.73,3.41
49131,2.88,2.4,2.66,2.69,2.4
49172,3.01,2.5,2.79,2.81,2.54
49184,3.09,2.59,2.87,2.88,2.64
49190,3.4,2.95,3.22,3.24,2.91
49205,2.63,2.19,2.44,2.46,2.13
49209,3.57,3.08,3.29,3.34,3.06
49215,3.11,2.68,2.85,2.94,2.55
49256,2.53,2.08,2.31,2.37,2.04
49260,3.01,2.54,2.82,2.83,2.54
49307,4.09,3.59,3.78,3.87,3.59
49319,3.15,2.69,2.99,2.98,2.67
49352,3.3,2.77,3.06,3.05,2.9
49377,3.01,2.49,2.76,2.79,2.56
49405,3.61,3.13,3.42,3.43,3.16
49428,3.25,2.78,3.07,3.08,2.78
49437,2.57,2.17,2.33,2.41,2.02
49457,2.64,2.17,2.43,2.47,2.16
49486,3.56,3.05,3.33,3.35,3.1
49513,3.09,2.62,2.85,2.89,2.6
49614,2.86,2.37,2.68,2.69,2.39
49661,3.11,2.62,2.95,2.95,2.65
49693,4.47,4.02,4.22,4.28,3.93
49733,2.23,1.77,2.0,2.04,1.73
49760,2.85,2.39,2.61,2.67,2.34
49769,2.8,2.31,2.58,2.61,2.33
49772,4.59,4.11,4.27,4.37,4.07
49775,2.21,1.74,2.0,2.03,1.73
49854,4.38,3.9,4.2,4.21,3.94
49863,3.91,3.49,3.72,3.74,3.42
49891,3.81,3.35,3.59,3.63,3.33
49925,4.09,3.61,3.94,3.92,3.62
49938,3.57,3.09,3.33,3.37,3.09
49960,3.78,3.31,3.53,3.6,3.26
49968,3.8,3.37,3.6,3.63,3.28
49994,2.85,2.37,2.58,2.65,2.35
50020,4.37,3.91,4.09,4.18,3.85
50026,3.49,3.05,3.25,3.3,2.98
50027,3.16,2.64,2.92,2.92,2.76
50030,5.13,4.69,4.86,4.95,4.61
50062,2.57,2.08,2.35,2.37,2.12
50133,3.74,3.2,3.54,3.52,3.31
50149,4.4,3.89,4.19,4.21,3.96
50186,3.39,2.93,3.14,3.2,2.86
50217,3.66,3.23,3.45,3.51,3.13
50267,2.19,1.72,2.0,2.01,1.7
50284,2.69,2.22,2.42,2.48,2.17
50289,3.47,3.0,3.25,3.29,2.99
50294,3.31,2.9,3.09,3.16,2.78
50302,4.75,4.26,4.47,4.53,4.32
50305,2.29,1.82,2.12,2.11,1.82
50316,3.89,3.41,3.68,3.69,3.42
50366,4.17,3.71,3.88,3.97,3.66
50385,4.21,3.75,4.0,4.05,3.73
50426,4.85,4.39,4.62,4.68,4.33
50452,3.81,3.39,3.64,3.67,3.29
50472,4.32,3.82,4.14,4.14,3.89
50494,3.25,2.79,3.0,3.05,2.75
50499,4.65,4.2,4.42,4.47,4.14
50512,3.34,2.87,3.18,3.19,2.88
50554,4.21,3.76,3.92,4.02,3.66
50563,3.58,3.11,3.38,3.42,3.09
50570,3.93,3.43,3.74,3.75,3.48
50583,3.35,2.87,3.07,3.14,2.85
50589,4.25,3.73,4.02,4.01,3.8
50590,2.6,2.1,2.35,2.38,2.12
50602,3.47,3.0,3.25,3.28,2.97
50617,3.8,3.36,3.62,3.62,3.32
50659,3.06,2.56,2.82,2.85,2.58
50667,4.26,3.79,4.06,4.09,3.77
50670,3.75,3.27,3.58,3.58,3.29
50681,3.63,3.16,3.46,3.49,3.14
50687,2.65,2.22,2.39,2.47,2.1
50715,4.01,3.56,3.81,3.84,3.51
50735,1.53,1.03,1.27,1.31,1.06
50818,4.1,3.61,3.94,3.92,3.65
50819,3.94,3.42,3.76,3.76,3.51
50822,3.56,3.1,3.34,3.38,3.07
50834,2.71,2.22,2.41,2.48,2.21
50844,2.95,2.5,2.72,2.76,2.44
50865,4.67,4.23,4.43,4.49,4.15
50882,3.67,3.11,3.46,3.45,3.24
50930,3.63,3.12,3.33,3.4,3.18
51028,4.29,3.82,4.0,4.07,3.77
51029,4.21,3.79,3.97,4.03,3.66
51035,3.54,3.14,3.31,3.39,2.96
51053,3.42,2.97,3.17,3.23,2.9
51108,3.38,2.9,3.09,3.18,2.87
51118,3.9,3.39,3.71,3.73,3.45
51123,3.49,3.06,3.25,3.31,2.97
51133,2.47,2.03,2.19,2.25,1.93
51136,2.03,1.56,1.79,1.82,1.56
51217,1.77,1.29,1.52,1.58,1.26
51403,4.8,4.31,4.56,4.6,4.33
51405,3.44,2.95,3.24,3.25,2.98
51455,5.36,4.96,5.09,5.2,4.75
51459,3.88,3.36,3.7,3.69,3.45
51463,3.1,2.62,2.89,2.91,2.61
51464,3.77,3.33,3.53,3.58,3.25
51466,3.42,2.93,3.24,3.24,2.97
51530,4.18,3.69,4.0,4.01,3.72
51580,3.65,3.17,3.4,3.44,3.16
51592,4.38,3.91,4.16,4.19,3.89
51634,2.26,1.79,1.98,2.05,1.77
51668,3.68,3.26,3.42,3.5,3.12
51671,3.41,2.95,3.19,3.23,2.91
51675,3.66,3.21,3.45,3.48,3.16
51719,3.2,2.73,3.01,3.02,2.72
51722,2.36,1.85,2.11,2.14,1.9
51723,3.76,3.26,3.55,3.57,3.28
51735,3.34,2.83,3.15,3.15,2.9
51783,2.46,2.03,2.29,2.31,1.97
51809,4.54,4.06,4.34,4.38,4.05
51849,3.96,3.48,3.72,3.76,3.47
51854,3.42,2.94,3.16,3.22,2.94
51858,3.95,3.46,3.74,3.76,3.49
51915,3.29,2.79,3.08,3.09,2.83
51957,3.09,2.64,2.87,2.92,2.59
51981,3.68,3.26,3.46,3.52,3.13
51982,3.01,2.55,2.84,2.84,2.54
52029,2.73,2.24,2.47,2.53,2.25
52055,3.26,2.81,3.04,3.07,2.75
52059,3.92,3.4,3.71,3.71,3.48
52075,3.88,3.46,3.68,3.73,3.36
52121,3.46,3.0,3.25,3.28,2.98
52134,4.21,3.67,3.97,3.97,3.77
52155,2.77,2.32,2.58,2.6,2.29
52173,4.34,3.87,4.18,4.18,3.86
52187,3.42,2.94,3.24,3.25,2.98
52203,3.59,3.13,3.37,3.4,3.1
52314,3.75,3.23,3.45,3.51,3.27
52360,2.41,2.0,2.21,2.27,1.86
52367,3.02,2.55,2.84,2.85,2.54
52382,4.52,4.05,4.24,4.31,4.0
52391,4.24,3.73,4.07,4.06,3.79
52427,3.49,3.01,3.22,3.28,2.98
52431,2.68,2.2,2.49,2.5,2.21
52455,4.05,3.61,3.84,3.89,3.54
52470,2.72,2.23,2.5,2.53,2.25
52487,2.71,2.2,2.44,2.49,2.25
52494,3.19,2.7,2.93,2.99,2.68
52544,3.48,2.98,3.24,3.26,3.0
52561,3.83,3.39,3.6,3.66,3.31
52580,3.35,2.86,3.13,3.16,2.87
52587,4.01,3.59,3.78,3.85,3.46
52607,3.39,2.88,3.25,3.21,2.95
52652,2.88,2.37,2.61,2.66,2.41
52667,2.67,2.19,2.42,2.46,2.2
52683,2.81,2.33,2.55,2.6,2.32
52697,3.33,2.84,3.09,3.13,2.86
52751,2.6,2.12,2.34,2.4,2.11
52775,3.78,3.27,3.59,3.59,3.33
52792,3.74,3.26,3.54,3.56,3.26
52798,3.12,2.61,2.97,2.92,2.68
52829,3.12,2.69,2.93,2.98,2.57
52912,3.83,3.39,3.66,3.67,3.33
52933,3.81,3.32,3.59,3.55,3.46
52968,4.32,3.82,4.09,4.1,3.85
52972,3.08,2.63,2.86,2.91,2.57
52981,3.32,2.87,3.08,3.12,2.81
52987,4.04,3.58,3.8,3.85,3.56
52995,2.44,1.98,2.2,2.24,1.95
53084,3.45,2.98,3.24,3.28,2.97
53101,4.55,4.06,4.33,4.35,4.08
53103,4.59,4.1,4.39,4.4,4.13
53141,3.27,2.83,3.04,3.09,2.76
53156,3.25,2.75,3.03,3.04,2.77
53158,4.49,4.0,4.27,4.29,4.03
53223,4.22,3.78,4.0,4.04,3.67
53227,4.67,4.14,4.33,4.42,4.21
53261,2.9,2.39,2.71,2.71,2.45
53278,2.41,1.96,2.18,2.23,1.9
53296,3.89,3.36,3.61,3.65,3.45
53319,3.91,3.41,3.62,3.67,3.42
53322,3.82,3.28,3.55,3.58,3.39
53327,2.38,1.92,2.14,2.2,1.86
53338,3.76,3.29,3.57,3.59,3.29
53363,4.65,4.24,4.49,4.51,4.12
53407,2.0,1.51,1.79,1.79,1.55
53437,3.25,2.79,3.06,3.08,2.79
53445,3.1,2.63,2.8,2.87,2.6
53506,3.93,3.46,3.71,3.75,3.43
53515,3.87,3.41,3.61,3.69,3.36
53567,3.8,3.28,3.59,3.61,3.35
53608,4.12,3.6,3.94,3.92,3.69
53620,3.85,3.4,3.66,3.69,3.34
53621,3.49,3.07,3.3,3.36,2.95
53658,3.09,2.59,2.88,2.87,2.66
53667,3.42,2.93,3.28,3.26,2.97
53708,3.95,3.43,3.73,3.74,3.52
53711,3.52,3.06,3.31,3.33,3.06
53754,3.1,2.63,2.83,2.91,2.57
53771,3.3,2.84,3.09,3.13,2.82
53776,3.8,3.3,3.64,3.62,3.36
53781,3.18,2.73,2.98,3.02,2.66
53786,3.62,3.17,3.39,3.44,3.1
53874,3.82,3.35,3.61,3.64,3.34
54052,4.06,3.56,3.89,3.87,3.61
54063,3.71,3.26,3.5,3.53,3.2
54107,4.19,3.73,4.02,4.0,3.71
54133,3.94,3.52,3.74,3.78,3.43
54167,4.17,3.64,3.83,3.92,3.68
54207,3.72,3.25,3.54,3.55,3.25
54231,2.57,2.05,2.33,2.34,2.11
54284,3.37,2.9,3.16,3.18,2.9
54332,4.77,4.36,4.61,4.64,4.25
54390,3.78,3.26,3.54,3.56,3.33
54409,4.08,3.63,3.84,3.91,3.55
54430,3.92,3.43,3.69,3.73,3.44
54474,3.86,3.35,3.67,3.67,3.42
54489,4.31,3.82,4.04,4.1,3.82
54545,3.92,3.48,3.68,3.74,3.38
54569,1.89,1.41,1.66,1.7,1.39
54591,2.49,2.04,2.27,2.31,1.99
54632,4.43,3.95,4.19,4.24,3.92
54643,3.25,2.75,3.06,3.09,2.78
54651,4.28,3.83,4.05,4.09,3.76
54679,1.79,1.3,1.55,1.6,1.3
54691,3.13,2.59,2.82,2.9,2.67
54719,3.21,2.72,2.98,3.01,2.73
54727,3.54,3.07,3.26,3.35,3.03
54747,1.61,1.13,1.37,1.4,1.12
54759,3.12,2.63,2.95,2.95,2.67
54787,3.57,3.11,3.35,3.38,3.06
54788,3.88,3.43,3.59,3.69,3.32
54796,3.96,3.46,3.74,3.74,3.52
54829,2.97,2.51,2.76,2.8,2.49
54839,4.86,4.37,4.55,4.63,4.37
54844,4.39,3.93,4.11,4.19,3.88
54932,3.55,3.06,3.32,3.38,3.06
54984,4.42,4.02,4.18,4.27,3.84
55002,3.18,2.69,2.99,3.0,2.73
55063,2.74,2.3,2.53,2.58,2.22
55081,3.33,2.91,3.13,3.19,2.77
55093,2.59,2.12,2.37,2.4,2.11
55097,3.75,3.28,3.62,3.61,3.28
55109,3.47,2.97,3.23,3.27,3.0
55110,3.52,3.05,3.3,3.34,3.02
55115,2.89,2.44,2.65,2.72,2.35
55206,2.5,2.03,2.25,2.29,2.01
55213,4.55,4.12,4.33,4.38,4.01
55228,2.76,2.27,2.55,2.59,2.29
55242,4.21,3.76,4.02,4.05,3.71
55251,2.89,2.38,2.63,2.69,2.4
55264,2.79,2.33,2.6,2.63,2.31
55267,4.31,3.81,4.06,4.1,3.85
55274,3.61,3.11,3.35,3.39,3.14
55275,2.41,1.95,2.19,2.24,1.91
55294,4.03,3.6,3.82,3.87,3.5
55299,3.09,2.62,2.85,2.9,2.59
55363,4.4,3.92,4.18,4.21,3.93
55371,3.87,3.36,3.64,3.66,3.42
55388,3.83,3.35,3.63,3.62,3.37
55400,3.53,3.04,3.29,3.34,3.05
55445,3.72,3.21,3.54,3.53,3.27
55468,4.56,4.04,4.36,4.36,4.11
55523,3.38,2.91,3.18,3.19,2.91
55554,3.88,3.4,3.7,3.71,3.42
55561,2.69,2.18,2.48,2.5,2.23
55571,2.62,2.13,2.39,2.42,2.14
55660,2.77,2.3,2.55,2.59,2.28
55693,2.03,1.6,1.8,1.87,1.5
55714,3.58,3.13,3.35,3.42,3.06
55784,4.23,3.75,3.95,4.02,3.72
55824,5.02,4.51,4.82,4.79,4.63
55827,3.01,2.56,2.79,2.84,2.49
55886,3.57,3.16,3.4,3.42,3.06
55998,2.44,2.0,2.25,2.27,1.94
56022,3.13,2.66,2.9,2.94,2.68
56031,3.52,3.07,3.27,3.34,3.01
56119,4.06,3.58,3.87,3.89,3.59
56121,2.93,2.45,2.73,2.75,2.46
56132,3.09,2.61,2.88,2.91,2.61
56181,3.39,2.93,3.18,3.21,2.89
56184,4.61,4.13,4.45,4.42,4.14
56220,3.58,3.14,3.34,3.41,3.04
56235,4.2,3.69,3.97,3.97,3.72
56248,4.14,3.69,3.92,3.97,3.63
56271,4.98,4.48,4.77,4.79,4.52
56273,3.86,3.39,3.61,3.66,3.37
56278,3.38,2.94,3.14,3.19,2.86
56301,4.46,3.97,4.26,4.28,4.0
56375,3.18,2.68,2.98,3.0,2.72
56421,3.51,3.02,3.29,3.33,3.06
56501,4.56,4.13,4.33,4.4,4.01
56515,3.13,2.66,2.96,2.97,2.65
56635,3.78,3.36,3.57,3.63,3.24
56637,2.91,2.44,2.71,2.74,2.42
56676,3.37,2.93,3.18,3.21,2.86
56721,3.61,3.12,3.38,3.4,3.12
56728,3.36,2.92,3.12,3.18,2.83
56734,3.33,2.87,3.1,3.14,2.84
56784,3.49,3.01,3.26,3.29,3.02
56814,2.97,2.51,2.76,2.8,2.48
56838,3.64,3.19,3.45,3.48,3.14
56865,3.3,2.84,3.06,3.11,2.78
56871,3.34,2.88,3.12,3.15,2.86
56898,4.01,3.53,3.78,3.82,3.51
56901,3.08,2.51,2.85,2.85,2.67
56917,3.76,3.28,3.57,3.58,3.29
56971,2.79,2.32,2.55,2.6,2.29
56992,4.13,3.7,3.94,3.98,3.64
56996,3.41,2.95,3.23,3.23,2.92
57032,3.67,3.21,3.43,3.49,3.16
57044,4.24,3.75,4.01,4.01,3.82
57106,4.44,3.95,4.24,4.24,3.99
57121,3.83,3.37,3.63,3.65,3.34
57152,3.31,2.83,3.1,3.14,2.85
57172,2.4,1.97,2.2,2.25,1.87
57209,4.74,4.29,4.55,4.56,4.27
57236,3.06,2.6,2.84,2.88,2.56
57246,3.37,2.9,3.2,3.22,2.9
57250,3.3,2.8,3.02,3.06,2.84
57258,2.33,1.85,2.19,2.19,1.84
57264,3.94,3.45,3.65,3.73,3.44
57282,4.11,3.62,3.88,3.91,3.62
57311,2.94,2.46,2.71,2.75,2.47
57320,4.49,4.04,4.25,4.32,3.97
57328,3.77,3.27,3.55,3.57,3.32
57374,3.13,2.61,2.85,2.91,2.66
57391,3.73,3.21,3.42,3.5,3.27
57402,3.66,3.2,3.41,3.48,3.13
57404,3.22,2.73,3.01,3.03,2.75
57411,3.65,3.15,3.42,3.44,3.18
57449,3.61,3.13,3.43,3.45,3.13
57471,3.52,3.07,3.27,3.35,2.99
57481,2.57,2.07,2.28,2.35,2.07
57524,2.91,2.46,2.72,2.76,2.4
57632,3.91,3.43,3.72,3.73,3.43
57655,3.26,2.79,2.97,3.06,2.73
57693,3.77,3.29,3.61,3.61,3.32
57718,3.72,3.23,3.49,3.53,3.25
57763,3.45,2.98,3.23,3.27,2.95
57776,3.1,2.66,2.94,2.96,2.6
57811,3.72,3.19,3.47,3.5,3.28
57849,1.8,1.31,1.53,1.59,1.32
57880,3.77,3.3,3.56,3.59,3.29
57886,3.71,3.25,3.48,3.55,3.2
57896,3.72,3.28,3.47,3.53,3.19
57898,2.4,1.89,2.17,2.2,1.95
57921,3.59,3.17,3.36,3.43,3.03
57970,4.16,3.74,3.89,3.97,3.59
58019,2.79,2.3,2.55,2.58,2.33
58085,3.64,3.16,3.43,3.44,3.17
58088,3.23,2.77,3.03,3.06,2.74
58124,2.76,2.28,2.48,2.55,2.26
58136,3.94,3.51,3.68,3.77,3.4
58166,1.76,1.3,1.53,1.57,1.27
58174,1.92,1.41,1.69,1.7,1.46
58223,3.24,2.77,3.05,3.06,2.78
58234,2.29,1.78,2.03,2.07,1.83
58258,2.76,2.26,2.57,2.55,2.32
58307,2.65,2.24,2.45,2.51,2.1
58325,3.77,3.26,3.56,3.59,3.31
58329,3.2,2.72,3.0,3.02,2.75
58335,3.35,2.91,3.09,3.17,2.82
58391,2.78,2.29,2.52,2.57,2.3
58438,3.44,2.95,3.16,3.22,2.95
58470,3.95,3.46,3.69,3.75,3.46
58473,3.54,3.11,3.32,3.36,3.01
58475,3.38,2.86,3.2,3.18,2.95
58592,2.56,2.1,2.34,2.38,2.07
58656,4.77,4.26,4.47,4.55,4.28
58662,3.64,3.15,3.4,3.43,3.15
58671,2.99,2.56,2.75,2.81,2.44
58729,3.04,2.56,2.87,2.87,2.57
58753,3.35,2.91,3.13,3.18,2.85
58768,3.18,2.74,2.89,3.0,2.59
58793,1.58,1.08,1.39,1.41,1.11
58796,2.17,1.73,1.95,1.99,1.65
58839,3.34,2.9,3.15,3.19,2.85
58980,1.62,1.16,1.4,1.43,1.14
58993,2.76,2.29,2.56,2.59,2.29
59020,2.52,2.1,2.3,2.35,1.98
59021,1.91,1.48,1.71,1.74,1.43
59024,2.45,1.98,2.24,2.27,1.98
59027,2.71,2.21,2.42,2.49,2.22
59035,3.66,3.19,3.35,3.44,3.12
59037,4.13,3.64,3.97,3.96,3.68
59096,4.05,3.56,3.86,3.85,3.6
59116,3.29,2.85,3.1,3.14,2.8
59126,2.85,2.4,2.62,2.68,2.34
59149,4.67,4.25,4.49,4.52,4.13
59177,3.46,2.98,3.19,3.25,2.96
59251,2.87,2.39,2.67,2.7,2.38
59260,4.06,3.62,3.78,3.85,3.54
59262,3.67,3.16,3.38,3.42,3.21
59278,1.41,0.95,1.2,1.23,0.93
59297,3.19,2.68,2.95,2.99,2.72
59302,4.3,3.93,4.11,4.18,3.7
59307,3.79,3.37,3.56,3.59,3.29
59308,3.12,2.68,2.88,2.95,2.59
59353,3.41,2.91,3.21,3.22,2.95
59362,3.14,2.64,2.91,2.94,2.68
59417,2.09,1.56,1.78,1.84,1.64
59438,4.1,3.73,3.85,3.95,3.48
59465,4.56,4.13,4.34,4.39,4.03
59478,3.35,2.89,3.1,3.16,2.83
59486,2.94,2.46,2.7,2.75,2.46
59497,3.73,3.18,3.55,3.52,3.33
59503,4.44,3.99,4.23,4.26,3.93
59507,3.31,2.86,3.08,3.13,2.79
59532,4.1,3.59,3.94,3.93,3.66
59581,5.47,4.97,5.2,5.26,4.98
59612,3.16,2.64,2.98,2.97,2.73
59618,3.11,2.63,2.92,2.93,2.65
59633,3.33,2.85,3.11,3.14,2.87
59664,5.16,4.71,4.87,4.95,4.63
59667,3.79,3.31,3.56,3.6,3.3
59671,2.92,2.46,2.71,2.75,2.42
59692,3.48,3.02,3.29,3.31,3.0
59695,3.07,2.63,2.78,2.86,2.52
59708,1.86,1.38,1.6,1.65,1.37
59716,3.87,3.33,3.68,3.67,3.45
59837,2.55,2.09,2.31,2.37,2.04
59909,4.76,4.22,4.42,4.51,4.3
59961,3.79,3.28,3.6,3.6,3.34
59964,4.05,3.58,3.81,3.85,3.57
60028,2.55,2.05,2.33,2.35,2.09
60032,4.19,3.7,3.98,3.99,3.72
60051,4.26,3.76,4.1,4.08,3.8
60103,2.73,2.26,2.5,2.54,2.25
60146,3.53,3.09,3.33,3.38,3.01
60200,2.49,2.0,2.26,2.3,2.01
60217,4.34,3.93,4.09,4.17,3.76
60221,3.75,3.27,3.5,3.54,3.27
60251,3.12,2.64,2.94,2.95,2.65
60257,3.58,3.13,3.37,3.42,3.07
60280,1.41,0.93,1.18,1.22,0.94
60289,3.88,3.43,3.66,3.72,3.38
60311,3.65,3.17,3.46,3.48,3.17
60322,3.64,3.15,3.45,3.47,3.18
60359,4.47,4.06,4.23,4.31,3.91
60366,3.33,2.86,3.09,3.13,2.85
60420,3.71,3.3,3.46,3.53,3.16
60433,2.37,1.96,2.13,2.2,1.8
60449,4.17,3.71,3.93,3.99,3.66
60478,2.28,1.74,1.95,2.02,1.83
